Comunidad Autónoma y Provincia	Tipo de indicador	años	Total
Cáceres	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1999	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1998	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1997	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1996	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1995	1,8
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1994	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1993	..
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1992	29,6
Cáceres	TRABAJADORES PARTICIPANTES (miles)	1991	1,1
Cáceres	JORNADAS NO TRABAJADAS (miles)	2001	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	2000	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	1999	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	1998	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	1997	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	1996	..
Cáceres	JORNADAS NO TRABAJADAS (miles)	1995	2,3
Cáceres	JORNADAS NO TRABAJADAS (miles)	1994	0,2
Cáceres	JORNADAS NO TRABAJADAS (miles)	1993	0,4
Cáceres	JORNADAS NO TRABAJADAS (miles)	1992	29,8
Cáceres	JORNADAS NO TRABAJADAS (miles)	1991	1,1
Galicia	HUELGAS DESARROLLADAS	2001	38,0
Galicia	HUELGAS DESARROLLADAS	2000	52,0
Galicia	HUELGAS DESARROLLADAS	1999	50,0
Galicia	HUELGAS DESARROLLADAS	1998	35,0
Galicia	HUELGAS DESARROLLADAS	1997	47,0
Galicia	HUELGAS DESARROLLADAS	1996	43,0
Galicia	HUELGAS DESARROLLADAS	1995	55,0
Galicia	HUELGAS DESARROLLADAS	1994	53,0
Galicia	HUELGAS DESARROLLADAS	1993	83,0
Galicia	HUELGAS DESARROLLADAS	1992	49,0
Galicia	HUELGAS DESARROLLADAS	1991	78,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	2001	179.001,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	2000	3.675,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1999	4.270,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1998	1.293,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1997	875,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1996	26.214,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1995	7.274,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1994	2.382,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1993	5.318,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1992	13.207,0
Galicia	CENTROS DE TRABAJO CONVOCADOS	1991	16.160,0
Galicia	TRABAJADORES PARTICIPANTES (miles)	2001	123,3
Galicia	TRABAJADORES PARTICIPANTES (miles)	2000	10,2
Galicia	TRABAJADORES PARTICIPANTES (miles)	1999	23,4
Galicia	TRABAJADORES PARTICIPANTES (miles)	1998	12,6
Galicia	TRABAJADORES PARTICIPANTES (miles)	1997	25,9
Galicia	TRABAJADORES PARTICIPANTES (miles)	1996	24,1
Galicia	TRABAJADORES PARTICIPANTES (miles)	1995	28,6
Galicia	TRABAJADORES PARTICIPANTES (miles)	1994	29,8
Galicia	TRABAJADORES PARTICIPANTES (miles)	1993	44,3
Galicia	TRABAJADORES PARTICIPANTES (miles)	1992	27,0
Galicia	TRABAJADORES PARTICIPANTES (miles)	1991	122,5
Galicia	JORNADAS NO TRABAJADAS (miles)	2001	136,5
Galicia	JORNADAS NO TRABAJADAS (miles)	2000	102,4
Galicia	JORNADAS NO TRABAJADAS (miles)	1999	132,6
Galicia	JORNADAS NO TRABAJADAS (miles)	1998	30,1
Galicia	JORNADAS NO TRABAJADAS (miles)	1997	83,1
Galicia	JORNADAS NO TRABAJADAS (miles)	1996	20,0
Galicia	JORNADAS NO TRABAJADAS (miles)	1995	52,6
Galicia	JORNADAS NO TRABAJADAS (miles)	1994	160,6
Galicia	JORNADAS NO TRABAJADAS (miles)	1993	142,9
Galicia	JORNADAS NO TRABAJADAS (miles)	1992	134,7
Galicia	JORNADAS NO TRABAJADAS (miles)	1991	447,7
A Coruña	HUELGAS DESARROLLADAS	2001	13,0
A Coruña	HUELGAS DESARROLLADAS	2000	22,0
A Coruña	HUELGAS DESARROLLADAS	1999	26,0
A Coruña	HUELGAS DESARROLLADAS	1998	16,0
A Coruña	HUELGAS DESARROLLADAS	1997	15,0
A Coruña	HUELGAS DESARROLLADAS	1996	21,0
A Coruña	HUELGAS DESARROLLADAS	1995	11,0
A Coruña	HUELGAS DESARROLLADAS	1994	12,0
A Coruña	HUELGAS DESARROLLADAS	1993	29,0
A Coruña	HUELGAS DESARROLLADAS	1992	24,0
A Coruña	HUELGAS DESARROLLADAS	1991	34,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	2001	89,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	2000	1.470,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1999	1.607,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1998	18,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1997	96,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1996	586,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1995	12,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1994	61,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1993	215,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1992	11.742,0
A Coruña	CENTROS DE TRABAJO CONVOCADOS	1991	11.230,0
A Coruña	TRABAJADORES PARTICIPANTES (miles)	2001	3,9
A Coruña	TRABAJADORES PARTICIPANTES (miles)	2000	7,1
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1999	8,9
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1998	1,2
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1997	4,2
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1996	10,8
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1995	0,8
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1994	0,5
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1993	9,3
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1992	21,2
A Coruña	TRABAJADORES PARTICIPANTES (miles)	1991	35,1
A Coruña	JORNADAS NO TRABAJADAS (miles)	2001	5,2
A Coruña	JORNADAS NO TRABAJADAS (miles)	2000	93,5
A Coruña	JORNADAS NO TRABAJADAS (miles)	1999	73,4
A Coruña	JORNADAS NO TRABAJADAS (miles)	1998	3,2
A Coruña	JORNADAS NO TRABAJADAS (miles)	1997	7,6
A Coruña	JORNADAS NO TRABAJADAS (miles)	1996	14,0
A Coruña	JORNADAS NO TRABAJADAS (miles)	1995	2,4
A Coruña	JORNADAS NO TRABAJADAS (miles)	1994	3,4
A Coruña	JORNADAS NO TRABAJADAS (miles)	1993	15,1
A Coruña	JORNADAS NO TRABAJADAS (miles)	1992	109,0
A Coruña	JORNADAS NO TRABAJADAS (miles)	1991	50,7
Lugo	HUELGAS DESARROLLADAS	2001	1,0
Lugo	HUELGAS DESARROLLADAS	2000	6,0
Lugo	HUELGAS DESARROLLADAS	1999	3,0
Lugo	HUELGAS DESARROLLADAS	1998	1,0
Lugo	HUELGAS DESARROLLADAS	1997	4,0
Lugo	HUELGAS DESARROLLADAS	1996	2,0
Lugo	HUELGAS DESARROLLADAS	1995	3,0
Lugo	HUELGAS DESARROLLADAS	1994	4,0
Lugo	HUELGAS DESARROLLADAS	1993	6,0
Lugo	HUELGAS DESARROLLADAS	1992	5,0
Lugo	HUELGAS DESARROLLADAS	1991	9,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	2001	1,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	2000	11,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1999	3,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1998	1,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1997	56,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1996	4,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1995	3,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1994	5,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1993	16,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1992	1.386,0
Lugo	CENTROS DE TRABAJO CONVOCADOS	1991	89,0
Lugo	TRABAJADORES PARTICIPANTES (miles)	2001	0,1
Lugo	TRABAJADORES PARTICIPANTES (miles)	2000	0,4
Lugo	TRABAJADORES PARTICIPANTES (miles)	1999	0,2
Lugo	TRABAJADORES PARTICIPANTES (miles)	1998	0,1
Lugo	TRABAJADORES PARTICIPANTES (miles)	1997	2,7
Lugo	TRABAJADORES PARTICIPANTES (miles)	1996	0,1
Lugo	TRABAJADORES PARTICIPANTES (miles)	1995	0,2
Lugo	TRABAJADORES PARTICIPANTES (miles)	1994	0,2
Lugo	TRABAJADORES PARTICIPANTES (miles)	1993	0,3
Lugo	TRABAJADORES PARTICIPANTES (miles)	1992	0,6
Lugo	TRABAJADORES PARTICIPANTES (miles)	1991	1,0
Lugo	JORNADAS NO TRABAJADAS (miles)	2001	..
Lugo	JORNADAS NO TRABAJADAS (miles)	2000	1,5
Lugo	JORNADAS NO TRABAJADAS (miles)	1999	0,2
Lugo	JORNADAS NO TRABAJADAS (miles)	1998	0,4
Lugo	JORNADAS NO TRABAJADAS (miles)	1997	10,8
Lugo	JORNADAS NO TRABAJADAS (miles)	1996	0,3
Lugo	JORNADAS NO TRABAJADAS (miles)	1995	0,7
Lugo	JORNADAS NO TRABAJADAS (miles)	1994	0,6
Lugo	JORNADAS NO TRABAJADAS (miles)	1993	0,6
Lugo	JORNADAS NO TRABAJADAS (miles)	1992	0,5
Lugo	JORNADAS NO TRABAJADAS (miles)	1991	3,6
Ourense	HUELGAS DESARROLLADAS	2001	2,0
Ourense	HUELGAS DESARROLLADAS	2000	4,0
Ourense	HUELGAS DESARROLLADAS	1999	3,0
Ourense	HUELGAS DESARROLLADAS	1998	2,0
Ourense	HUELGAS DESARROLLADAS	1997	2,0
Ourense	HUELGAS DESARROLLADAS	1996	4,0
Ourense	HUELGAS DESARROLLADAS	1995	7,0
Ourense	HUELGAS DESARROLLADAS	1994	3,0
Ourense	HUELGAS DESARROLLADAS	1993	9,0
Ourense	HUELGAS DESARROLLADAS	1992	3,0
Ourense	HUELGAS DESARROLLADAS	1991	8,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	2001	2,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	2000	3,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1999	33,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1998	1.068,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1997	2,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1996	4,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1995	7,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1994	5,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1993	9,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1992	3,0
Ourense	CENTROS DE TRABAJO CONVOCADOS	1991	1.047,0
Ourense	TRABAJADORES PARTICIPANTES (miles)	2001	0,1
Ourense	TRABAJADORES PARTICIPANTES (miles)	2000	0,1
Ourense	TRABAJADORES PARTICIPANTES (miles)	1999	0,1
Ourense	TRABAJADORES PARTICIPANTES (miles)	1998	5,3
Ourense	TRABAJADORES PARTICIPANTES (miles)	1997	..
Ourense	TRABAJADORES PARTICIPANTES (miles)	1996	0,1
Ourense	TRABAJADORES PARTICIPANTES (miles)	1995	0,4
Ourense	TRABAJADORES PARTICIPANTES (miles)	1994	0,1
Ourense	TRABAJADORES PARTICIPANTES (miles)	1993	1,2
Ourense	TRABAJADORES PARTICIPANTES (miles)	1992	0,4
Ourense	TRABAJADORES PARTICIPANTES (miles)	1991	13,9
Ourense	JORNADAS NO TRABAJADAS (miles)	2001	0,9
Ourense	JORNADAS NO TRABAJADAS (miles)	2000	0,5
Ourense	JORNADAS NO TRABAJADAS (miles)	1999	0,1
Ourense	JORNADAS NO TRABAJADAS (miles)	1998	15,9
Ourense	JORNADAS NO TRABAJADAS (miles)	1997	0,1
Ourense	JORNADAS NO TRABAJADAS (miles)	1996	0,3
Ourense	JORNADAS NO TRABAJADAS (miles)	1995	6,1
Ourense	JORNADAS NO TRABAJADAS (miles)	1994	0,5
Ourense	JORNADAS NO TRABAJADAS (miles)	1993	2,1
Ourense	JORNADAS NO TRABAJADAS (miles)	1992	0,9
Ourense	JORNADAS NO TRABAJADAS (miles)	1991	34,8
Pontevedra	HUELGAS DESARROLLADAS	2001	16,0
Pontevedra	HUELGAS DESARROLLADAS	2000	13,0
Pontevedra	HUELGAS DESARROLLADAS	1999	16,0
Pontevedra	HUELGAS DESARROLLADAS	1998	15,0
Pontevedra	HUELGAS DESARROLLADAS	1997	25,0
Pontevedra	HUELGAS DESARROLLADAS	1996	16,0
Pontevedra	HUELGAS DESARROLLADAS	1995	25,0
Pontevedra	HUELGAS DESARROLLADAS	1994	32,0
Pontevedra	HUELGAS DESARROLLADAS	1993	39,0
Pontevedra	HUELGAS DESARROLLADAS	1992	17,0
Pontevedra	HUELGAS DESARROLLADAS	1991	27,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	2001	16,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	2000	1.626,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1999	2.476,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1998	15,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1997	460,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1996	25.620,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1995	5.125,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1994	2.091,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1993	5.078,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1992	76,0
Pontevedra	CENTROS DE TRABAJO CONVOCADOS	1991	3.794,0
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	2001	0,5
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	2000	1,5
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1999	13,7
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1998	3,5
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1997	18,2
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1996	13,1
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1995	22,9
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1994	27,7
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1993	33,5
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1992	4,8
Pontevedra	TRABAJADORES PARTICIPANTES (miles)	1991	72,4
Pontevedra	JORNADAS NO TRABAJADAS (miles)	2001	11,5
Pontevedra	JORNADAS NO TRABAJADAS (miles)	2000	3,3
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1999	51,7
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1998	8,1
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1997	55,1
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1996	5,4
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1995	25,6
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1994	153,8
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1993	125,1
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1992	24,3
Pontevedra	JORNADAS NO TRABAJADAS (miles)	1991	358,5
Madrid, Comunidad de	HUELGAS DESARROLLADAS	2001	56,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	2000	73,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1999	85,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1998	62,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1997	64,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1996	103,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1995	102,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1994	103,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1993	125,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1992	135,0
Madrid, Comunidad de	HUELGAS DESARROLLADAS	1991	170,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	2001	20.054,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	2000	1.735,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1999	1.682,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1998	12.873,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1997	189,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1996	119,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1995	816,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1994	21.522,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1993	1.951,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1992	3.373,0
Madrid, Comunidad de	CENTROS DE TRABAJO CONVOCADOS	1991	4.197,0
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	2001	132,8
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	2000	21,9
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1999	9,9
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1998	201,0
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1997	7,5
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1996	10,4
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1995	19,3
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1994	31,1
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1993	42,7
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1992	82,6
Madrid, Comunidad de	TRABAJADORES PARTICIPANTES (miles)	1991	88,0
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	2001	122,3
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	2000	43,0
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1999	21,5
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1998	234,7
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1997	14,5
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1996	22,7
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1995	45,8
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1994	82,5
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1993	98,9
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1992	716,7
Madrid, Comunidad de	JORNADAS NO TRABAJADAS (miles)	1991	439,0
Murcia, Región de	HUELGAS DESARROLLADAS	2001	11,0
Murcia, Región de	HUELGAS DESARROLLADAS	2000	9,0
Murcia, Región de	HUELGAS DESARROLLADAS	1999	12,0
Murcia, Región de	HUELGAS DESARROLLADAS	1998	3,0
Murcia, Región de	HUELGAS DESARROLLADAS	1997	5,0
Murcia, Región de	HUELGAS DESARROLLADAS	1996	8,0
Murcia, Región de	HUELGAS DESARROLLADAS	1995	13,0
Murcia, Región de	HUELGAS DESARROLLADAS	1994	20,0
Murcia, Región de	HUELGAS DESARROLLADAS	1993	9,0
Murcia, Región de	HUELGAS DESARROLLADAS	1992	27,0
Murcia, Región de	HUELGAS DESARROLLADAS	1991	23,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	2001	31,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	2000	95,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1999	27,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1997	304,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1996	307,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1995	1.713,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1994	3.951,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1993	14,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1992	4.405,0
Murcia, Región de	CENTROS DE TRABAJO CONVOCADOS	1991	3.227,0
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	2001	0,6
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	2000	1,3
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1999	1,9
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1998	1,5
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1997	30,6
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1996	31,2
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1995	15,8
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1994	31,0
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1993	0,8
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1992	17,8
Murcia, Región de	TRABAJADORES PARTICIPANTES (miles)	1991	68,9
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	2001	2,1
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	2000	3,9
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1999	4,2
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1998	3,1
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1997	60,2
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1996	33,0
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1995	112,5
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1994	163,0
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1993	11,8
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1992	44,5
Murcia, Región de	JORNADAS NO TRABAJADAS (miles)	1991	98,1
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	2001	61,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	2000	47,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1999	36,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1998	28,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1997	26,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1996	19,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1995	25,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1994	28,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1993	31,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1992	41,0
Navarra, Comunidad Foral	HUELGAS DESARROLLADAS	1991	46,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	2001	17.522,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	2000	17.094,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1999	16.996,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1998	32.828,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1997	72,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1996	268,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1995	1.839,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1994	275,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1993	61,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1992	16.416,0
Navarra, Comunidad Foral	CENTROS DE TRABAJO CONVOCADOS	1991	598,0
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	2001	14,6
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	2000	7,1
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1999	11,1
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1998	8,0
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1997	5,1
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1996	10,4
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1995	14,4
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1994	10,4
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1993	16,9
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1992	39,2
Navarra, Comunidad Foral	TRABAJADORES PARTICIPANTES (miles)	1991	16,0
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	2001	33,6
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	2000	16,8
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1999	22,1
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1998	19,9
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1997	10,5
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1996	47,4
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1995	19,8
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1994	58,2
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1993	16,1
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1992	59,9
Navarra, Comunidad Foral	JORNADAS NO TRABAJADAS (miles)	1991	70,0
País Vasco	HUELGAS DESARROLLADAS	2001	165,0
País Vasco	HUELGAS DESARROLLADAS	2000	145,0
País Vasco	HUELGAS DESARROLLADAS	1999	111,0
País Vasco	HUELGAS DESARROLLADAS	1998	75,0
País Vasco	HUELGAS DESARROLLADAS	1997	96,0
País Vasco	HUELGAS DESARROLLADAS	1996	133,0
País Vasco	HUELGAS DESARROLLADAS	1995	129,0
País Vasco	HUELGAS DESARROLLADAS	1994	150,0
País Vasco	HUELGAS DESARROLLADAS	1993	157,0
País Vasco	HUELGAS DESARROLLADAS	1992	209,0
País Vasco	HUELGAS DESARROLLADAS	1991	181,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	2001	11.534,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	2000	24.895,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1999	46.809,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1998	151,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1997	6.335,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1996	459,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1995	2.776,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1994	386,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1993	3.973,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1992	8.450,0
País Vasco	CENTROS DE TRABAJO CONVOCADOS	1991	1.176,0
País Vasco	TRABAJADORES PARTICIPANTES (miles)	2001	89,5
País Vasco	TRABAJADORES PARTICIPANTES (miles)	2000	31,3
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1999	627,1
