Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Jornada a tiempo completo	04 Balears, Illes	1	2021	832,8
Jornada a tiempo completo	04 Balears, Illes	1	2020	690,02
Jornada a tiempo completo	04 Balears, Illes	1	2019	766,04
Jornada a tiempo completo	04 Balears, Illes	1	2018	..
Jornada a tiempo completo	04 Balears, Illes	1	2017	601,72
Jornada a tiempo completo	04 Balears, Illes	1	2016	670,73
Jornada a tiempo completo	04 Balears, Illes	1	2015	552
Jornada a tiempo completo	04 Balears, Illes	1	2014	539,97
Jornada a tiempo completo	04 Balears, Illes	1	2013	567,76
Jornada a tiempo completo	04 Balears, Illes	1	2012	582,03
Jornada a tiempo completo	04 Balears, Illes	1	2011	659,82
Jornada a tiempo completo	04 Balears, Illes	1	2010	636,4
Jornada a tiempo completo	04 Balears, Illes	1	2009	663,98
Jornada a tiempo completo	04 Balears, Illes	1	2008	706,31
Jornada a tiempo completo	04 Balears, Illes	1	2007	628,54
Jornada a tiempo completo	04 Balears, Illes	1	2006	591,27
Jornada a tiempo completo	04 Balears, Illes	2	2022	1.156,66
Jornada a tiempo completo	04 Balears, Illes	2	2021	1.055,24
Jornada a tiempo completo	04 Balears, Illes	2	2020	1.025,66
Jornada a tiempo completo	04 Balears, Illes	2	2019	1.024,42
Jornada a tiempo completo	04 Balears, Illes	2	2018	931,97
Jornada a tiempo completo	04 Balears, Illes	2	2017	863,1
Jornada a tiempo completo	04 Balears, Illes	2	2016	866,94
Jornada a tiempo completo	04 Balears, Illes	2	2015	846,18
Jornada a tiempo completo	04 Balears, Illes	2	2014	851,08
Jornada a tiempo completo	04 Balears, Illes	2	2013	823,82
Jornada a tiempo completo	04 Balears, Illes	2	2012	837,34
Jornada a tiempo completo	04 Balears, Illes	2	2011	909,08
Jornada a tiempo completo	04 Balears, Illes	2	2010	899,39
Jornada a tiempo completo	04 Balears, Illes	2	2009	887,66
Jornada a tiempo completo	04 Balears, Illes	2	2008	896,29
Jornada a tiempo completo	04 Balears, Illes	2	2007	838,21
Jornada a tiempo completo	04 Balears, Illes	2	2006	802,63
Jornada a tiempo completo	04 Balears, Illes	3	2022	1.334,41
Jornada a tiempo completo	04 Balears, Illes	3	2021	1.278,02
Jornada a tiempo completo	04 Balears, Illes	3	2020	1.243,75
Jornada a tiempo completo	04 Balears, Illes	3	2019	1.241,72
Jornada a tiempo completo	04 Balears, Illes	3	2018	1.180,23
Jornada a tiempo completo	04 Balears, Illes	3	2017	1.119,27
Jornada a tiempo completo	04 Balears, Illes	3	2016	1.138,82
Jornada a tiempo completo	04 Balears, Illes	3	2015	1.123,03
Jornada a tiempo completo	04 Balears, Illes	3	2014	1.114,84
Jornada a tiempo completo	04 Balears, Illes	3	2013	1.119,88
Jornada a tiempo completo	04 Balears, Illes	3	2012	1.114,24
Jornada a tiempo completo	04 Balears, Illes	3	2011	1.150,33
Jornada a tiempo completo	04 Balears, Illes	3	2010	1.155,66
Jornada a tiempo completo	04 Balears, Illes	3	2009	1.134,68
Jornada a tiempo completo	04 Balears, Illes	3	2008	1.117,7
Jornada a tiempo completo	04 Balears, Illes	3	2007	1.070,58
Jornada a tiempo completo	04 Balears, Illes	3	2006	1.011,37
Jornada a tiempo completo	04 Balears, Illes	4	2022	1.527,58
Jornada a tiempo completo	04 Balears, Illes	4	2021	1.454,43
Jornada a tiempo completo	04 Balears, Illes	4	2020	1.430,59
Jornada a tiempo completo	04 Balears, Illes	4	2019	1.419,23
Jornada a tiempo completo	04 Balears, Illes	4	2018	1.357,35
Jornada a tiempo completo	04 Balears, Illes	4	2017	1.321,86
Jornada a tiempo completo	04 Balears, Illes	4	2016	1.335,08
Jornada a tiempo completo	04 Balears, Illes	4	2015	1.303,68
Jornada a tiempo completo	04 Balears, Illes	4	2014	1.330,21
Jornada a tiempo completo	04 Balears, Illes	4	2013	1.316,28
Jornada a tiempo completo	04 Balears, Illes	4	2012	1.328,82
Jornada a tiempo completo	04 Balears, Illes	4	2011	1.307,69
Jornada a tiempo completo	04 Balears, Illes	4	2010	1.324,25
Jornada a tiempo completo	04 Balears, Illes	4	2009	1.297,4
Jornada a tiempo completo	04 Balears, Illes	4	2008	1.271,52
Jornada a tiempo completo	04 Balears, Illes	4	2007	1.206,32
Jornada a tiempo completo	04 Balears, Illes	4	2006	1.142,56
Jornada a tiempo completo	04 Balears, Illes	5	2022	1.724,58
Jornada a tiempo completo	04 Balears, Illes	5	2021	1.662,22
Jornada a tiempo completo	04 Balears, Illes	5	2020	1.603,52
Jornada a tiempo completo	04 Balears, Illes	5	2019	1.603,34
Jornada a tiempo completo	04 Balears, Illes	5	2018	1.558,32
Jornada a tiempo completo	04 Balears, Illes	5	2017	1.498,84
Jornada a tiempo completo	04 Balears, Illes	5	2016	1.504,19
Jornada a tiempo completo	04 Balears, Illes	5	2015	1.497,25
Jornada a tiempo completo	04 Balears, Illes	5	2014	1.502,25
Jornada a tiempo completo	04 Balears, Illes	5	2013	1.500,35
Jornada a tiempo completo	04 Balears, Illes	5	2012	1.481,74
Jornada a tiempo completo	04 Balears, Illes	5	2011	1.476,09
Jornada a tiempo completo	04 Balears, Illes	5	2010	1.471,91
Jornada a tiempo completo	04 Balears, Illes	5	2009	1.437,64
Jornada a tiempo completo	04 Balears, Illes	5	2008	1.412,61
Jornada a tiempo completo	04 Balears, Illes	5	2007	1.330,85
Jornada a tiempo completo	04 Balears, Illes	5	2006	1.261,5
Jornada a tiempo completo	04 Balears, Illes	6	2022	1.923,41
Jornada a tiempo completo	04 Balears, Illes	6	2021	1.880,63
Jornada a tiempo completo	04 Balears, Illes	6	2020	1.826,17
Jornada a tiempo completo	04 Balears, Illes	6	2019	1.796,62
Jornada a tiempo completo	04 Balears, Illes	6	2018	1.755,89
Jornada a tiempo completo	04 Balears, Illes	6	2017	1.696,8
Jornada a tiempo completo	04 Balears, Illes	6	2016	1.684,7
Jornada a tiempo completo	04 Balears, Illes	6	2015	1.692,81
Jornada a tiempo completo	04 Balears, Illes	6	2014	1.714,24
Jornada a tiempo completo	04 Balears, Illes	6	2013	1.698,43
Jornada a tiempo completo	04 Balears, Illes	6	2012	1.675,21
Jornada a tiempo completo	04 Balears, Illes	6	2011	1.685,17
Jornada a tiempo completo	04 Balears, Illes	6	2010	1.660,17
Jornada a tiempo completo	04 Balears, Illes	6	2009	1.618,89
Jornada a tiempo completo	04 Balears, Illes	6	2008	1.574,73
Jornada a tiempo completo	04 Balears, Illes	6	2007	1.490,16
Jornada a tiempo completo	04 Balears, Illes	6	2006	1.417,14
Jornada a tiempo completo	04 Balears, Illes	7	2022	2.192,64
Jornada a tiempo completo	04 Balears, Illes	7	2021	2.169,31
Jornada a tiempo completo	04 Balears, Illes	7	2020	2.093,58
Jornada a tiempo completo	04 Balears, Illes	7	2019	2.065,23
Jornada a tiempo completo	04 Balears, Illes	7	2018	1.999,71
Jornada a tiempo completo	04 Balears, Illes	7	2017	1.941,78
Jornada a tiempo completo	04 Balears, Illes	7	2016	1.948,03
Jornada a tiempo completo	04 Balears, Illes	7	2015	1.943,17
Jornada a tiempo completo	04 Balears, Illes	7	2014	1.981,71
Jornada a tiempo completo	04 Balears, Illes	7	2013	1.975,63
Jornada a tiempo completo	04 Balears, Illes	7	2012	1.946,98
Jornada a tiempo completo	04 Balears, Illes	7	2011	1.928,33
Jornada a tiempo completo	04 Balears, Illes	7	2010	1.924,37
Jornada a tiempo completo	04 Balears, Illes	7	2009	1.870,4
Jornada a tiempo completo	04 Balears, Illes	7	2008	1.798,66
Jornada a tiempo completo	04 Balears, Illes	7	2007	1.682,03
Jornada a tiempo completo	04 Balears, Illes	7	2006	1.627,78
Jornada a tiempo completo	04 Balears, Illes	8	2022	2.574,81
Jornada a tiempo completo	04 Balears, Illes	8	2021	2.565,67
Jornada a tiempo completo	04 Balears, Illes	8	2020	2.552,03
Jornada a tiempo completo	04 Balears, Illes	8	2019	2.469,36
Jornada a tiempo completo	04 Balears, Illes	8	2018	2.432,97
Jornada a tiempo completo	04 Balears, Illes	8	2017	2.364,88
Jornada a tiempo completo	04 Balears, Illes	8	2016	2.343,79
Jornada a tiempo completo	04 Balears, Illes	8	2015	2.372,39
Jornada a tiempo completo	04 Balears, Illes	8	2014	2.388,46
Jornada a tiempo completo	04 Balears, Illes	8	2013	2.367,98
Jornada a tiempo completo	04 Balears, Illes	8	2012	2.327,37
Jornada a tiempo completo	04 Balears, Illes	8	2011	2.305,61
Jornada a tiempo completo	04 Balears, Illes	8	2010	2.300,76
Jornada a tiempo completo	04 Balears, Illes	8	2009	2.214,62
Jornada a tiempo completo	04 Balears, Illes	8	2008	2.136,5
Jornada a tiempo completo	04 Balears, Illes	8	2007	2.028,75
Jornada a tiempo completo	04 Balears, Illes	8	2006	1.954,51
Jornada a tiempo completo	04 Balears, Illes	9	2022	3.208,06
Jornada a tiempo completo	04 Balears, Illes	9	2021	3.188,51
Jornada a tiempo completo	04 Balears, Illes	9	2020	3.190,03
Jornada a tiempo completo	04 Balears, Illes	9	2019	3.034,09
Jornada a tiempo completo	04 Balears, Illes	9	2018	3.020,82
Jornada a tiempo completo	04 Balears, Illes	9	2017	2.882,02
Jornada a tiempo completo	04 Balears, Illes	9	2016	2.943,14
Jornada a tiempo completo	04 Balears, Illes	9	2015	2.967
Jornada a tiempo completo	04 Balears, Illes	9	2014	2.957,81
Jornada a tiempo completo	04 Balears, Illes	9	2013	2.894,93
Jornada a tiempo completo	04 Balears, Illes	9	2012	2.793,42
Jornada a tiempo completo	04 Balears, Illes	9	2011	2.799,32
Jornada a tiempo completo	04 Balears, Illes	9	2010	2.808,4
Jornada a tiempo completo	04 Balears, Illes	9	2009	2.797,62
Jornada a tiempo completo	04 Balears, Illes	9	2008	2.679,68
Jornada a tiempo completo	04 Balears, Illes	9	2007	2.607,25
Jornada a tiempo completo	04 Balears, Illes	9	2006	2.447,58
Jornada a tiempo completo	04 Balears, Illes	10	2022	5.370,69
Jornada a tiempo completo	04 Balears, Illes	10	2021	5.140,7
Jornada a tiempo completo	04 Balears, Illes	10	2020	4.652,74
Jornada a tiempo completo	04 Balears, Illes	10	2019	5.077,24
Jornada a tiempo completo	04 Balears, Illes	10	2018	4.644,72
Jornada a tiempo completo	04 Balears, Illes	10	2017	4.780,65
Jornada a tiempo completo	04 Balears, Illes	10	2016	4.416,19
Jornada a tiempo completo	04 Balears, Illes	10	2015	4.570,27
Jornada a tiempo completo	04 Balears, Illes	10	2014	4.467,38
Jornada a tiempo completo	04 Balears, Illes	10	2013	4.552,71
Jornada a tiempo completo	04 Balears, Illes	10	2012	4.526,32
Jornada a tiempo completo	04 Balears, Illes	10	2011	4.499,06
Jornada a tiempo completo	04 Balears, Illes	10	2010	4.189,39
Jornada a tiempo completo	04 Balears, Illes	10	2009	4.370,8
Jornada a tiempo completo	04 Balears, Illes	10	2008	4.336,48
Jornada a tiempo completo	04 Balears, Illes	10	2007	3.718,74
Jornada a tiempo completo	04 Balears, Illes	10	2006	3.455,21
Jornada a tiempo completo	05 Canarias	Total decil	2022	2.036,31
Jornada a tiempo completo	05 Canarias	Total decil	2021	2.144,14
Jornada a tiempo completo	05 Canarias	Total decil	2020	1.959,61
Jornada a tiempo completo	05 Canarias	Total decil	2019	1.907,78
Jornada a tiempo completo	05 Canarias	Total decil	2018	1.820,85
Jornada a tiempo completo	05 Canarias	Total decil	2017	1.786,4
Jornada a tiempo completo	05 Canarias	Total decil	2016	1.794,99
Jornada a tiempo completo	05 Canarias	Total decil	2015	1.769,07
Jornada a tiempo completo	05 Canarias	Total decil	2014	1.834,61
Jornada a tiempo completo	05 Canarias	Total decil	2013	1.850,5
Jornada a tiempo completo	05 Canarias	Total decil	2012	1.818,46
Jornada a tiempo completo	05 Canarias	Total decil	2011	1.790,48
Jornada a tiempo completo	05 Canarias	Total decil	2010	1.767,72
Jornada a tiempo completo	05 Canarias	Total decil	2009	1.785,99
Jornada a tiempo completo	05 Canarias	Total decil	2008	1.677,92
Jornada a tiempo completo	05 Canarias	Total decil	2007	1.520,07
Jornada a tiempo completo	05 Canarias	Total decil	2006	1.508,45
Jornada a tiempo completo	05 Canarias	1	2022	871,61
Jornada a tiempo completo	05 Canarias	1	2021	773,82
Jornada a tiempo completo	05 Canarias	1	2020	738,75
Jornada a tiempo completo	05 Canarias	1	2019	763,51
Jornada a tiempo completo	05 Canarias	1	2018	646,29
Jornada a tiempo completo	05 Canarias	1	2017	630,16
Jornada a tiempo completo	05 Canarias	1	2016	632,85
Jornada a tiempo completo	05 Canarias	1	2015	602,24
Jornada a tiempo completo	05 Canarias	1	2014	610,02
Jornada a tiempo completo	05 Canarias	1	2013	565,82
Jornada a tiempo completo	05 Canarias	1	2012	584,8
Jornada a tiempo completo	05 Canarias	1	2011	614,61
Jornada a tiempo completo	05 Canarias	1	2010	623,07
Jornada a tiempo completo	05 Canarias	1	2009	628,03
Jornada a tiempo completo	05 Canarias	1	2008	652,52
Jornada a tiempo completo	05 Canarias	1	2007	621,41
Jornada a tiempo completo	05 Canarias	1	2006	576,94
Jornada a tiempo completo	05 Canarias	2	2022	1.151,46
Jornada a tiempo completo	05 Canarias	2	2021	1.087,98
Jornada a tiempo completo	05 Canarias	2	2020	1.023,58
Jornada a tiempo completo	05 Canarias	2	2019	1.035,85
Jornada a tiempo completo	05 Canarias	2	2018	937,1
Jornada a tiempo completo	05 Canarias	2	2017	886,01
Jornada a tiempo completo	05 Canarias	2	2016	885,73
Jornada a tiempo completo	05 Canarias	2	2015	848,15
Jornada a tiempo completo	05 Canarias	2	2014	850,69
Jornada a tiempo completo	05 Canarias	2	2013	853,25
Jornada a tiempo completo	05 Canarias	2	2012	879,51
Jornada a tiempo completo	05 Canarias	2	2011	886,47
Jornada a tiempo completo	05 Canarias	2	2010	895,38
Jornada a tiempo completo	05 Canarias	2	2009	883,88
Jornada a tiempo completo	05 Canarias	2	2008	896,49
Jornada a tiempo completo	05 Canarias	2	2007	855,21
Jornada a tiempo completo	05 Canarias	2	2006	801,09
Jornada a tiempo completo	05 Canarias	3	2022	1.345,54
Jornada a tiempo completo	05 Canarias	3	2021	1.264,98
Jornada a tiempo completo	05 Canarias	3	2020	1.243,88
Jornada a tiempo completo	05 Canarias	3	2019	1.213,86
Jornada a tiempo completo	05 Canarias	3	2018	1.161,31
Jornada a tiempo completo	05 Canarias	3	2017	1.116,41
Jornada a tiempo completo	05 Canarias	3	2016	1.107,34
Jornada a tiempo completo	05 Canarias	3	2015	1.110,03
Jornada a tiempo completo	05 Canarias	3	2014	1.100,95
Jornada a tiempo completo	05 Canarias	3	2013	1.108,63
Jornada a tiempo completo	05 Canarias	3	2012	1.114,82
Jornada a tiempo completo	05 Canarias	3	2011	1.118,52
Jornada a tiempo completo	05 Canarias	3	2010	1.140,78
Jornada a tiempo completo	05 Canarias	3	2009	1.105,73
Jornada a tiempo completo	05 Canarias	3	2008	1.104,81
Jornada a tiempo completo	05 Canarias	3	2007	1.062,49
Jornada a tiempo completo	05 Canarias	3	2006	1.005,42
Jornada a tiempo completo	05 Canarias	4	2022	1.537,67
Jornada a tiempo completo	05 Canarias	4	2021	1.462,48
Jornada a tiempo completo	05 Canarias	4	2020	1.415,19
Jornada a tiempo completo	05 Canarias	4	2019	1.412,48
Jornada a tiempo completo	05 Canarias	4	2018	1.352,16
Jornada a tiempo completo	05 Canarias	4	2017	1.328,42
Jornada a tiempo completo	05 Canarias	4	2016	1.331,74
Jornada a tiempo completo	05 Canarias	4	2015	1.313,23
Jornada a tiempo completo	05 Canarias	4	2014	1.306,56
Jornada a tiempo completo	05 Canarias	4	2013	1.315,15
Jornada a tiempo completo	05 Canarias	4	2012	1.319,51
Jornada a tiempo completo	05 Canarias	4	2011	1.310,57
Jornada a tiempo completo	05 Canarias	4	2010	1.308,25
Jornada a tiempo completo	05 Canarias	4	2009	1.287,13
Jornada a tiempo completo	05 Canarias	4	2008	1.263,16
Jornada a tiempo completo	05 Canarias	4	2007	1.209,6
Jornada a tiempo completo	05 Canarias	4	2006	1.145,82
Jornada a tiempo completo	05 Canarias	5	2022	1.722,97
Jornada a tiempo completo	05 Canarias	5	2021	1.646,89
Jornada a tiempo completo	05 Canarias	5	2020	1.619,31
Jornada a tiempo completo	05 Canarias	5	2019	1.598,46
Jornada a tiempo completo	05 Canarias	5	2018	1.541,42
Jornada a tiempo completo	05 Canarias	5	2017	1.512,33
Jornada a tiempo completo	05 Canarias	5	2016	1.503,41
Jornada a tiempo completo	05 Canarias	5	2015	1.494,13
Jornada a tiempo completo	05 Canarias	5	2014	1.508,7
Jornada a tiempo completo	05 Canarias	5	2013	1.496,93
Jornada a tiempo completo	05 Canarias	5	2012	1.481,45
Jornada a tiempo completo	05 Canarias	5	2011	1.492,79
Jornada a tiempo completo	05 Canarias	5	2010	1.484,26
Jornada a tiempo completo	05 Canarias	5	2009	1.443,58
Jornada a tiempo completo	05 Canarias	5	2008	1.410,14
Jornada a tiempo completo	05 Canarias	5	2007	1.335,88
Jornada a tiempo completo	05 Canarias	5	2006	1.267,53
Jornada a tiempo completo	05 Canarias	6	2022	1.912,25
Jornada a tiempo completo	05 Canarias	6	2021	1.902,06
Jornada a tiempo completo	05 Canarias	6	2020	1.798,93
Jornada a tiempo completo	05 Canarias	6	2019	1.782,82
Jornada a tiempo completo	05 Canarias	6	2018	1.739,87
Jornada a tiempo completo	05 Canarias	6	2017	1.681,43
Jornada a tiempo completo	05 Canarias	6	2016	1.690,18
Jornada a tiempo completo	05 Canarias	6	2015	1.704,31
Jornada a tiempo completo	05 Canarias	6	2014	1.716,99
Jornada a tiempo completo	05 Canarias	6	2013	1.697,93
Jornada a tiempo completo	05 Canarias	6	2012	1.674,41
Jornada a tiempo completo	05 Canarias	6	2011	1.678,65
Jornada a tiempo completo	05 Canarias	6	2010	1.661,62
Jornada a tiempo completo	05 Canarias	6	2009	1.616,12
Jornada a tiempo completo	05 Canarias	6	2008	1.581,19
Jornada a tiempo completo	05 Canarias	6	2007	1.488,3
Jornada a tiempo completo	05 Canarias	6	2006	1.418,78
Jornada a tiempo completo	05 Canarias	7	2022	2.190,81
Jornada a tiempo completo	05 Canarias	7	2021	2.182,73
Jornada a tiempo completo	05 Canarias	7	2020	2.095,95
Jornada a tiempo completo	05 Canarias	7	2019	2.069,47
Jornada a tiempo completo	05 Canarias	7	2018	2.032,55
Jornada a tiempo completo	05 Canarias	7	2017	1.956,48
Jornada a tiempo completo	05 Canarias	7	2016	1.953,49
Jornada a tiempo completo	05 Canarias	7	2015	1.956,81
Jornada a tiempo completo	05 Canarias	7	2014	2.014,3
Jornada a tiempo completo	05 Canarias	7	2013	2.000,01
Jornada a tiempo completo	05 Canarias	7	2012	1.929,39
Jornada a tiempo completo	05 Canarias	7	2011	1.929,46
Jornada a tiempo completo	05 Canarias	7	2010	1.916,11
Jornada a tiempo completo	05 Canarias	7	2009	1.872,24
Jornada a tiempo completo	05 Canarias	7	2008	1.798,84
Jornada a tiempo completo	05 Canarias	7	2007	1.704,82
Jornada a tiempo completo	05 Canarias	7	2006	1.630,36
Jornada a tiempo completo	05 Canarias	8	2022	2.570,01
Jornada a tiempo completo	05 Canarias	8	2021	2.574,42
Jornada a tiempo completo	05 Canarias	8	2020	2.535,11
Jornada a tiempo completo	05 Canarias	8	2019	2.439,54
Jornada a tiempo completo	05 Canarias	8	2018	2.409,54
Jornada a tiempo completo	05 Canarias	8	2017	2.346,31
Jornada a tiempo completo	05 Canarias	8	2016	2.349,33
Jornada a tiempo completo	05 Canarias	8	2015	2.368
Jornada a tiempo completo	05 Canarias	8	2014	2.390,97
Jornada a tiempo completo	05 Canarias	8	2013	2.343,18
Jornada a tiempo completo	05 Canarias	8	2012	2.302,35
Jornada a tiempo completo	05 Canarias	8	2011	2.306,28
Jornada a tiempo completo	05 Canarias	8	2010	2.300,41
Jornada a tiempo completo	05 Canarias	8	2009	2.254,18
Jornada a tiempo completo	05 Canarias	8	2008	2.152,71
Jornada a tiempo completo	05 Canarias	8	2007	2.030,89
Jornada a tiempo completo	05 Canarias	8	2006	1.953,2
Jornada a tiempo completo	05 Canarias	9	2022	3.210,26
Jornada a tiempo completo	05 Canarias	9	2021	3.172,53
Jornada a tiempo completo	05 Canarias	9	2020	3.229,44
